repo,loc,ehloc,num_classes,userdefined_exceptions,num_methods,num_methods_throw,num_public_methods,num_public_methods_throws,num_nonpublic_methods,num_nonpublic_methods_throws,percent_nonpublic_method_throws,num_throw_statements,num_try,num_catch,empty_catchs,throw_on_catch,return_on_catch,return_on_finall,log_on_finally,specific_action_onfinally
thechiselgroup/biomixer,62442,762,1178,17,6429,218,4862,171,1567,47,2.9993618379068283,134,84,68,0,29,10,0,0,25
romraider/romraider,41146,2026,491,17,3347,70,2417,32,930,38,4.086021505376344,210,324,315,0,66,48,0,4,51
tarun1998/thirstmod,16593,160,176,0,1089,0,866,0,223,0,0.0,0,40,40,0,0,0,0,0,0
typesafehub/config,8699,694,70,1,905,52,301,2,604,50,8.27814569536424,235,52,57,0,35,9,0,0,12
jakewharton/butterknife,3998,60,47,0,413,3,151,1,262,2,0.7633587786259541,16,9,11,0,5,0,0,0,0
lmax-exchange/disruptor,11004,708,167,3,886,244,688,174,198,70,35.35353535353536,58,110,59,0,0,0,39,0,352
kohsuke/args4j,4213,541,120,1,447,145,336,110,111,35,31.53153153153153,71,86,102,0,29,3,0,0,0
infochimps-labs/wonderdog,2000,121,15,0,143,63,103,53,40,10,25.0,20,26,28,0,16,1,0,0,0
tananaev/traccar,11353,379,160,0,562,168,251,84,311,84,27.009646302250808,5,82,82,0,1,46,0,0,0
thebuzzmedia/universal-binary-json-java,4598,132,50,1,222,142,189,115,33,27,81.81818181818183,107,3,3,0,1,0,0,0,0
robert-bor/csveed,5099,170,120,5,708,65,598,62,110,3,2.727272727272727,37,11,11,0,11,0,0,0,2
atmosphere/atmosphere-vertx,919,59,17,0,89,11,80,9,9,2,22.22222222222222,3,14,14,0,3,1,0,0,2
jcryptool/crypto,153978,3205,1292,6,10521,299,7274,208,3247,91,2.8025870033877425,210,558,654,0,12,57,0,0,11
adamfisk/littleproxy,5384,259,61,0,498,56,228,38,270,18,6.666666666666667,12,52,39,0,5,8,0,1,15
mycila/xmltool,5150,199,29,1,611,210,492,198,119,12,10.084033613445378,46,39,24,0,18,3,0,0,16
gregadeaux/android-fly-in-app-navigation,197,0,2,0,15,0,12,0,3,0,0.0,0,0,0,0,0,0,0,0,0
jhy/jsoup,14011,189,80,2,1474,68,974,48,500,20,4.0,33,29,29,0,12,3,0,0,5
splunk/splunk-shuttl,21346,1324,414,25,1910,163,1175,110,735,53,7.210884353741497,172,214,209,0,99,32,0,0,20
raket/idea-silverstripe,5793,21,89,0,442,15,262,9,180,6,3.3333333333333335,4,4,4,0,0,0,0,0,0
ceefour/webdav-servlet,7671,416,55,6,308,111,209,81,99,30,30.303030303030305,16,44,67,0,8,2,0,2,12
mine-and-blade-admin/battlegear2,15654,292,196,1,730,13,562,6,168,7,4.166666666666666,1,61,63,0,1,7,0,0,0
nicolas-raoul/oxygenguide-android,214,18,1,0,13,1,7,0,6,1,16.666666666666664,1,4,3,0,0,0,0,0,2
spsn/blocky-pc,9615,44,66,0,110,13,80,7,30,6,20.0,23,21,21,0,0,0,0,0,0
nerdswbnerds/thewalls,2730,79,18,0,28,5,21,2,7,3,42.857142857142854,4,18,20,0,0,6,0,0,0
thebuzzmedia/imgscalr,1172,111,11,0,79,29,52,16,27,13,48.148148148148145,21,19,19,0,0,0,0,0,0
max-dev/light-admin,14825,260,359,1,1612,142,1026,113,586,29,4.948805460750854,32,52,53,0,11,19,0,0,4
springsource/spring-webflow-samples,2878,1,65,0,428,5,399,1,29,4,13.793103448275861,1,0,0,0,0,0,0,0,0
jordansicherman/myz-3.0,14693,604,134,0,995,13,612,4,383,9,2.3498694516971277,11,132,133,0,2,18,0,0,0
xwiki-contrib/xwiki-social-login,1013,151,13,1,79,17,45,8,34,9,26.47058823529412,10,27,28,0,5,15,0,0,2
micode/patchrom_miui,134192,6494,117,0,7343,142,4189,93,3154,49,1.5535827520608751,591,1311,1298,0,128,187,0,9,185
iandees/josm-notes,2272,171,28,0,177,27,145,20,32,7,21.875,4,20,26,0,0,4,0,0,0
w11k/lsql,4135,202,66,5,470,74,395,67,75,7,9.333333333333334,52,28,30,0,28,0,0,0,1
nutiteq/hellomap3d,5868,86,40,0,445,1,252,0,193,1,0.5181347150259068,0,17,19,0,0,1,0,0,0
xjodoin/torpedoquery,4729,27,128,0,408,5,342,4,66,1,1.5151515151515151,7,7,7,0,3,1,0,0,0
fasterxml/jackson-datatype-joda,1683,22,35,0,159,66,139,66,20,0,0.0,16,3,3,0,0,0,0,0,0
dennisegen/most,22965,1315,92,0,1392,23,1178,8,214,15,7.009345794392523,0,295,323,0,13,62,0,0,10
mulesoft/mule-module-esper,243,26,5,1,21,5,19,5,2,0,0.0,2,2,2,0,1,0,0,0,0
axonframework/axon-trader,6250,47,156,0,727,20,631,17,96,3,3.125,10,7,9,0,5,2,0,1,1
theholywaffle/teamspeak-3-java-api,5384,93,191,5,549,1,525,1,24,0,0.0,3,14,14,0,2,0,0,0,0
qii/weiciyuan,53600,1407,492,1,4748,126,2951,91,1797,35,1.9476905954368393,48,275,268,0,10,62,0,0,33
copygirl/betterstorage,12071,58,198,0,1246,21,901,21,345,0,0.0,18,14,14,0,0,1,0,0,0
lucasr/smoothie,1356,44,16,0,126,0,85,0,41,0,0.0,4,7,8,0,0,1,0,0,0
silentmatt/dss,9806,233,113,1,915,26,747,16,168,10,5.952380952380952,54,41,34,0,5,12,0,0,10
jeromedane/hearthstats.net-uploader,5849,420,51,2,427,42,176,21,251,21,8.366533864541832,28,79,83,0,18,4,0,0,13
processing/processing-android,48052,4902,87,1,4360,71,2878,29,1482,42,2.834008097165992,248,222,249,0,65,499,0,0,13
asquera/elasticsearch-http-basic,176,8,3,0,12,0,6,0,6,0,0.0,1,2,2,0,1,0,0,0,0
rs485/logisticspipes-dev,59577,1021,779,6,4322,183,3684,175,638,8,1.2539184952978055,124,162,235,0,40,12,0,0,0
wordnik/wordnik-oss,2208,162,22,0,63,21,44,13,19,8,42.10526315789473,9,32,35,0,6,0,0,2,14
derekbrameyer/android-betterpickers,14664,109,105,0,992,0,730,0,262,0,0.0,41,24,17,0,2,0,0,0,0
kdgregory/pomutil,3378,18,48,0,252,75,192,75,60,0,0.0,6,10,7,0,0,0,0,0,0
niccholaspage/fe,2488,126,35,0,85,6,77,3,8,3,37.5,5,28,29,0,0,17,0,0,0
tasktop/foglyn,11873,506,128,9,1121,73,710,54,411,19,4.622871046228711,73,63,78,0,34,20,0,0,7
aaberg/sql2o,5962,568,126,2,539,107,433,80,106,27,25.471698113207548,101,109,99,0,72,1,0,1,43
roberttaylor426/robobinding,18179,682,502,11,2060,31,1404,12,656,19,2.8963414634146343,134,72,90,0,43,6,0,0,2
basleijdekkers/metricsreloaded,22943,178,699,0,2638,15,2063,11,575,4,0.6956521739130435,8,27,26,0,3,13,1,1,16
garbagemule/mobarena,12970,198,161,0,1119,8,774,5,345,3,0.8695652173913043,17,38,39,0,0,8,0,0,0
ninetwozero/bf3-battlelog,28719,913,237,3,2249,86,1680,45,569,41,7.205623901581721,110,159,173,0,60,94,0,0,0
salerman/bitrixstorm,1567,51,27,0,132,11,100,11,32,0,0.0,0,13,15,0,0,8,0,0,0
guardianproject/notepadbot,1429,55,9,0,127,7,73,3,54,4,7.4074074074074066,1,10,11,0,0,1,0,0,1
taksan/skype-java-api,8213,924,133,9,893,548,496,340,397,208,52.39294710327456,54,174,166,0,29,36,0,0,19
metova/roboguice-appcompat,108,13,1,0,11,0,2,0,9,0,0.0,0,3,0,0,0,0,0,0,5
graphity/graphity-browser,5653,65,45,0,565,34,477,23,88,11,12.5,20,27,37,0,0,0,0,0,0
serso/android-calculatorpp,22341,539,296,2,1968,150,1402,120,566,30,5.30035335689046,44,92,72,0,12,11,0,0,29
novelys/titanium-jpegencoder,207,0,2,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
jamesnorris/flow,2219,42,40,0,278,0,201,0,77,0,0.0,2,10,10,0,0,0,0,0,0
isecpartners/android-opendebug,41,6,1,0,4,1,2,1,2,0,0.0,0,1,1,0,0,0,0,0,0
athou/commafeed,8962,370,134,1,420,26,282,20,138,6,4.3478260869565215,27,67,61,0,9,11,0,0,13
genazt/cloudchatbukkit,2369,40,55,0,266,36,220,0,46,36,78.26086956521739,1,10,10,0,1,2,0,0,0
bukkit/scrapbukkit,456,35,7,0,21,0,21,0,0,0,0,0,7,7,0,0,7,0,0,0
davemorrissey/subsampling-scale-image-view,588,20,2,0,41,3,16,2,25,1,4.0,0,5,5,0,0,0,0,0,0
cchampet/java_nanowars,3439,53,40,0,164,10,146,9,18,1,5.555555555555555,8,9,9,0,0,0,0,0,0
fabric8io/fabric8,130271,7781,1664,18,12168,2883,8280,1702,3888,1181,30.37551440329218,1322,1465,1368,0,466,107,0,5,275
inqbarna/tablefixheaders,1221,6,10,0,94,0,47,0,47,0,0.0,2,1,1,0,0,1,0,0,0
jbossorg/elasticsearch-river-jira,8584,400,101,0,491,158,313,103,178,55,30.89887640449438,48,81,65,0,5,0,1,1,55
dain/snappy,3358,152,20,1,223,0,122,0,101,0,0.0,54,23,21,0,18,0,0,0,7
eclipsesource/tabris,26110,286,343,0,2968,98,2362,74,606,24,3.9603960396039604,37,56,55,0,14,5,0,0,41
yakaz/elasticsearch-analysis-combo,1838,119,30,0,117,55,92,53,25,2,8.0,17,26,28,0,14,3,0,0,0
whispersystems/textsecure,46736,3362,372,32,4142,200,2548,98,1594,102,6.398996235884567,464,440,528,0,198,135,15,0,289
bauerca/drag-sort-listview,3666,16,24,0,311,0,248,0,63,0,0.0,1,4,4,0,0,0,0,0,0
rmct/autoreferee,12057,163,85,2,45,21,26,5,19,16,84.21052631578947,5,68,97,0,0,1,0,0,0
tomtasche/opendocument.droid,2995,240,25,0,214,1,173,0,41,1,2.4390243902439024,10,43,38,0,0,1,0,0,20
linkedin/white-elephant,2248,78,12,0,90,34,46,22,44,12,27.27272727272727,38,16,18,0,5,2,0,0,0
frankiesardo/linearlistview,509,0,3,0,39,0,27,0,12,0,0.0,0,0,0,0,0,0,0,0,0
stratosphere/stratosphere,143499,9967,1596,29,8489,2253,6931,1702,1558,551,35.36585365853659,2146,1510,1676,0,481,96,1,22,271
alexruiz/fest-util,2625,101,76,1,264,9,191,7,73,2,2.73972602739726,26,15,10,0,4,2,0,0,9
axet/vget,1113,127,11,0,93,2,70,0,23,2,8.695652173913043,37,15,27,0,16,1,0,0,0
skyscreamer/nevado,10591,924,123,1,1175,851,951,716,224,135,60.26785714285714,267,121,149,0,115,1,0,4,12
lsaffre/eidreader,300,25,1,0,22,8,11,2,11,6,54.54545454545454,6,4,4,0,3,1,0,0,0
t-oster/visicam,1516,50,8,0,51,11,29,4,22,7,31.818181818181817,4,26,28,0,0,0,0,0,0
carrotsearch/randomizedtesting,19676,1188,378,3,1973,302,1339,236,634,66,10.410094637223976,262,199,182,0,73,5,0,0,26
impactcentre/ocrevaluation,7698,306,106,1,575,54,370,19,205,35,17.073170731707318,41,59,70,0,5,0,0,0,0
tepi/filteringtable,12970,140,24,0,1080,31,693,12,387,19,4.909560723514212,28,23,20,0,5,1,0,0,5
gwt4nb/gwt4nb,36934,1326,325,0,2805,234,2105,94,700,140,20.0,64,288,188,0,3,7,0,0,130
peter-lawrey/java-chronicle,13755,408,152,0,1142,168,903,107,239,61,25.523012552301257,71,72,73,0,26,5,0,0,2
yegor256/qulice,4658,212,140,2,385,57,263,47,122,10,8.19672131147541,52,25,34,0,34,0,0,0,0
rzymek/java2xtend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
digiplant/play-router-annotations,319,0,12,0,30,0,3,0,27,0,0.0,0,0,0,0,0,0,0,0,0
jcabi/jcabi-aspects,2801,287,55,1,241,62,156,59,85,3,3.5294117647058822,38,21,22,0,10,0,0,0,2
antkowiak/joptionshouseapi,4374,19,30,0,1,1,1,1,0,0,0,0,15,15,0,0,0,0,0,0
stripe/stripe-java,5076,201,68,6,744,171,705,145,39,26,66.66666666666666,31,14,31,0,22,4,0,0,8
codenauts/hockeysdk-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
klout/brickhouse,8886,379,98,0,460,189,396,171,64,18,28.125,207,39,47,0,30,10,0,0,0
facebook/tsdash,6199,167,109,7,584,46,437,30,147,16,10.884353741496598,21,18,22,0,6,0,0,0,0
fge/json-patch,1885,50,44,1,114,0,60,0,54,0,0.0,11,6,6,0,1,0,0,0,0
indication/openredmine,16490,321,214,0,1289,267,1091,234,198,33,16.666666666666664,9,71,81,0,2,1,0,0,0
extjwnl/extjwnl,14858,549,156,2,1408,715,1042,483,366,232,63.387978142076506,183,82,84,0,70,1,0,0,18
sbstrm/appirater-android,144,3,1,0,8,0,3,0,5,0,0.0,0,1,1,0,0,0,0,0,0
nelenkov/android-backup-extractor,360,35,2,0,14,2,0,0,14,2,14.285714285714285,7,4,3,0,2,1,0,0,5
litrik/be.norio.twunch.android,1855,29,33,0,179,5,116,5,63,0,0.0,5,6,6,0,0,1,0,0,0
itm/wsn-device-utils,2713,142,35,0,146,36,101,21,45,15,33.33333333333333,19,31,20,0,4,0,0,0,9
subgraph/vega,34511,1011,586,4,3235,182,2186,139,1049,43,4.0991420400381315,212,145,172,0,31,53,0,0,16
lintool/twitter-tools,7436,656,59,1,503,112,428,80,75,32,42.66666666666667,49,69,72,0,9,5,0,0,0
codlab/android_screen,22420,417,105,0,2291,3,1847,1,444,2,0.45045045045045046,82,66,75,0,14,10,0,1,6
kitskub/myhungergames,9913,305,116,1,715,9,431,3,284,6,2.112676056338028,9,51,75,0,6,16,0,0,11
michaelmosmann/embedmongo.flapdoodle.de,1280,107,31,0,88,19,54,9,34,10,29.411764705882355,23,17,11,0,2,1,0,0,17
tinkerpop/pipes,9202,260,180,1,789,2,712,1,77,1,1.2987012987012987,61,48,50,0,6,1,0,0,0
yegor256/jcabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lunatrius/schematica,3585,112,31,1,200,0,118,0,82,0,0.0,4,23,23,0,1,2,0,0,1
perfectsense/dari,53341,3642,274,18,4214,397,2988,254,1226,143,11.66394779771615,429,503,357,0,134,22,44,20,482
zendtech/zendserver-sdk-java,59850,3703,754,20,4475,864,3128,686,1347,178,13.21455085374907,325,544,676,0,140,142,0,1,58
lawremi/customoregen,16594,476,149,1,926,96,601,33,325,63,19.384615384615383,155,63,78,0,1,0,0,0,0
welcu/zxingfragmentlib,1893,69,36,0,104,0,63,0,41,0,0.0,4,12,17,0,0,0,0,0,0
ablimit/hivesp,237886,17361,1369,31,19980,5044,16241,3886,3739,1158,30.9708478202728,4109,1998,2084,0,1308,227,3,6,364
thmarx/vert.x-busmod-redis,2916,410,96,1,112,97,100,92,12,5,41.66666666666667,14,95,95,0,0,0,0,0,0
martinleopold/pythonmode,113,9,2,0,13,2,11,2,2,0,0.0,1,2,2,0,1,0,0,0,0
urbanairship/android-samples,4729,99,58,0,388,59,249,33,139,26,18.705035971223023,5,18,22,0,2,1,0,0,6
threeten/threetenbp,49617,1355,173,4,5403,455,4267,348,1136,107,9.419014084507042,526,166,161,0,90,10,0,0,4
devadvance/circularseekbar,605,24,1,0,36,0,21,0,15,0,0.0,0,6,6,0,0,0,0,0,0
cybermaxke/mcmmostatsgui,842,20,18,0,63,3,57,3,6,0,0.0,0,5,5,0,0,0,0,0,0
aeinsam/habreader,6718,93,97,0,575,0,416,0,159,0,0.0,0,31,32,0,0,3,0,0,0
nathanmarz/dfs-datastores,5178,278,60,0,600,355,422,255,178,100,56.17977528089888,76,57,60,0,28,4,0,0,4
msgilligan/grails-ajax-proxy-plugin,260,6,1,0,20,0,4,0,16,0,0.0,3,1,1,0,1,0,0,0,0
frakbot/fweather,3280,216,31,1,268,3,108,0,160,3,1.875,12,38,43,0,5,7,0,0,1
mjiderhamn/classloader-leak-prevention,1872,322,27,0,139,15,65,12,74,3,4.054054054054054,8,57,66,0,2,11,0,0,34
enioka/jqm,14678,536,153,7,998,119,746,93,252,26,10.317460317460316,175,185,228,0,0,0,0,0,0
rmichela/subterranea,1425,45,38,0,82,0,62,0,20,0,0.0,2,8,10,0,0,5,0,0,0
dahie/dds-utils,15851,626,195,2,1414,104,993,27,421,77,18.28978622327791,38,130,152,0,0,13,0,0,1
saptarshiguha/rhipe,6782,337,39,0,378,95,292,88,86,7,8.13953488372093,77,53,57,0,31,2,0,0,0
netflix/ribbon,13187,991,155,2,1023,157,823,123,200,34,17.0,87,174,155,0,52,10,0,3,31
razz0991/minigames,22585,168,190,0,1268,6,1252,3,16,3,18.75,4,34,39,0,0,7,0,0,0
denis-zhdanov/intellij-plugin-copy-on-steroids,1992,44,24,0,205,12,146,10,59,2,3.389830508474576,9,8,3,0,2,0,0,0,10
edwardcapriolo/hive-rank,116,0,2,0,7,6,5,4,2,2,100.0,0,0,0,0,0,0,0,0,0
mjdenkowski/meteor,18984,200,49,0,564,25,129,0,435,25,5.747126436781609,27,33,41,0,8,2,0,0,0
ianhanniballake/contractiontimer,4599,129,44,1,269,8,165,0,104,8,7.6923076923076925,16,14,23,0,3,6,0,0,0
dkandalov/intellij_eval,4292,289,57,5,408,21,233,5,175,16,9.142857142857142,20,34,44,0,8,2,0,0,3
scaleunlimited/cascading.utils,15706,632,171,0,1818,250,1406,195,412,55,13.349514563106796,134,78,74,0,30,20,7,0,65
mpenet/grease,671,18,8,0,87,32,76,25,11,7,63.63636363636363,18,0,0,0,0,0,0,0,0
agirbal/umongo,8982,461,78,0,995,68,749,62,246,6,2.4390243902439024,20,75,74,0,4,3,7,8,88
eisental/redstonechips,7093,354,96,0,712,41,374,19,338,22,6.508875739644971,33,63,61,0,10,15,0,0,0
lecsa/jevemon,3429,330,44,0,147,2,132,2,15,0,0.0,0,64,89,0,0,2,0,0,0
immopoly/appengine,3677,443,38,0,221,28,164,22,57,6,10.526315789473683,93,48,62,0,32,6,0,0,0
wg/scrypt,847,42,19,1,60,28,28,20,32,8,25.0,9,6,7,0,5,0,0,0,1
erocs/humbug,2520,46,12,0,161,0,143,0,18,0,0.0,10,9,9,0,0,5,0,0,0
spatial4j/spatial4j,6198,198,62,1,624,93,391,55,233,38,16.30901287553648,74,37,39,0,17,0,0,0,1
samie/vaadin-confirmdialog,393,4,4,0,23,4,10,2,13,2,15.384615384615385,1,1,1,0,0,0,0,0,0
zdila/gpx-animator,3228,140,31,1,205,22,157,17,48,5,10.416666666666668,33,23,34,0,25,1,0,0,1
obeonetwork/sysml-designer,1341,32,13,0,138,5,103,5,35,0,0.0,0,7,8,0,0,1,0,0,2
nonninz/robomodel,1226,182,16,3,131,22,96,12,35,10,28.57142857142857,22,25,32,0,15,0,0,0,0
katjas/pdfrenderer,18739,584,169,5,1460,144,972,54,488,90,18.442622950819672,202,74,76,0,27,8,0,0,2
google/auto,5698,181,99,0,484,52,213,44,271,8,2.952029520295203,38,30,27,0,4,7,0,0,9
ilx/m2e-querydsl,415,31,6,0,25,10,15,5,10,5,50.0,9,5,3,0,1,0,0,0,6
jessicametro/game---tracing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fabianschwarzfritz/yet-another-calendar,3790,218,57,1,252,9,207,6,45,3,6.666666666666667,20,38,46,0,2,7,0,0,0
robotoworks/mechanoid,148763,18782,709,6,7125,136,5586,96,1539,40,2.599090318388564,379,2603,2051,0,14,6,64,0,2187
allwefantasy/serviceframework,8718,675,102,4,690,157,455,98,235,59,25.106382978723403,99,118,106,0,22,14,0,0,20
tonnymadsen/ui-bindings,106123,1554,1089,4,8002,95,6700,79,1302,16,1.228878648233487,98,279,260,0,2,17,0,6,83
kendzi/kendzi3d,31836,1072,466,2,2817,114,1826,57,991,57,5.751765893037336,160,153,160,0,38,13,0,0,17
sybila/parasim,29068,1449,626,6,2880,195,2276,139,604,56,9.271523178807946,548,183,188,0,73,20,0,0,15
org-badiff/badiff,6248,335,120,1,450,230,322,187,128,43,33.59375,67,76,29,0,21,3,0,0,31
siasia/songo,2541,187,53,1,185,15,146,13,39,2,5.128205128205128,23,30,30,0,20,0,4,0,37
jayway/maven-android-plugin,17206,452,130,4,1102,274,710,173,392,101,25.765306122448976,192,132,175,0,1,0,0,0,0
bulldog2011/nano,92129,1441,3262,5,3077,287,2087,180,990,107,10.808080808080808,820,118,131,0,61,4,0,0,9
fernandezpablo85/scribe-java,5351,86,138,4,477,19,397,14,80,5,6.25,25,17,17,0,0,0,0,0,0
cribbstechnologies/java-mandrill-wrapper,2499,174,61,1,316,52,305,48,11,4,36.36363636363637,5,34,39,0,4,0,0,0,0
kinkadzs/quickopener-netbeans,3443,109,26,0,218,4,134,0,84,4,4.761904761904762,0,26,38,0,0,10,0,0,0
kittehorg/tagapi,1591,98,28,2,181,39,93,22,88,17,19.318181818181817,12,13,14,0,1,3,0,0,0
pdaian/mcbouncer,3828,347,81,13,480,59,401,49,79,10,12.658227848101266,51,39,49,0,18,2,0,0,0
chilmers/config-bootstrapper,230,20,3,0,12,0,6,0,6,0,0.0,0,3,3,0,0,0,0,0,0
theslayermc/divinerpg,90470,64,486,0,3017,2,1905,0,1112,2,0.1798561151079137,1,17,19,0,0,0,0,0,0
hildo/netbeans-gradle-javaee-project,438,0,8,0,48,1,39,1,9,0,0.0,0,0,0,0,0,0,0,0,0
synbiodex/libsbolj,2807,207,65,2,285,103,225,88,60,15,25.0,36,21,30,0,25,1,0,2,3
kuratkoo/wikicfp,863,16,11,0,83,6,69,4,14,2,14.285714285714285,0,4,4,0,0,4,0,0,0
samtingleff/jchronic,4373,86,86,0,405,14,248,0,157,14,8.9171974522293,42,8,8,0,3,0,0,0,0
52north/sensorwebclient,42006,1831,595,17,3960,325,2797,215,1163,110,9.458297506448838,193,275,337,0,59,30,0,2,29
bruno-medeiros/ddt,53774,1349,747,1,4515,542,2663,292,1852,250,13.498920086393088,278,187,189,0,75,32,19,0,185
gabrielemariotti/changeloglib,1117,42,20,1,88,4,75,1,13,3,23.076923076923077,5,7,7,0,2,0,0,0,1
andlabs-git/studio-lounge-droid,1373,24,16,0,124,0,99,0,25,0,0.0,0,5,5,0,0,0,0,0,0
wildweazel/realisticbiomes,398,3,3,0,12,0,8,0,4,0,0.0,0,1,1,0,0,0,0,0,0
bio-pepa/bio-pepa,26488,1156,275,6,1677,532,1343,474,334,58,17.365269461077844,335,153,164,0,27,46,0,0,2
wallabag/android-app,734,169,9,0,45,2,36,2,9,0,0.0,0,10,16,0,0,3,0,0,0
jille/bitmpc,2209,78,29,0,213,7,157,5,56,2,3.571428571428571,0,17,25,0,0,0,0,0,0
agaricusb/jarmod2coremod,115,5,3,0,12,2,8,1,4,1,25.0,0,1,1,0,0,0,0,0,0
teamlazerbeez/sf-api-connector,9837,808,142,4,851,215,585,106,266,109,40.97744360902256,94,90,79,0,33,1,0,0,34
dadoonet/spring-elasticsearch,1602,85,37,0,134,35,104,19,30,16,53.333333333333336,11,20,20,0,2,1,0,0,0
grundid/nfctools,15882,941,407,16,1376,304,1126,239,250,65,26.0,277,117,117,0,60,8,0,2,18
animasa/dreadfulmalx,6114,148,62,0,526,18,458,15,68,3,4.411764705882353,0,31,30,0,0,6,0,0,0
branflake2267/gwt-maps-v3-api,31187,151,577,0,3058,4,2540,1,518,3,0.5791505791505791,1,37,37,0,0,0,0,0,0
jrbudda/builder,1711,74,8,0,16,3,14,1,2,2,100.0,5,18,18,0,0,2,0,0,0
ojacquemart/vlillechecker,3567,70,69,0,381,12,245,6,136,6,4.411764705882353,4,16,16,0,3,6,0,0,0
ifedorenko/com.ifedorenko.m2e.mavendev,719,12,10,0,40,0,21,0,19,0,0.0,3,9,7,0,0,0,0,0,0
mattbrejza/rtty_modem,12041,240,90,0,611,26,441,15,170,11,6.470588235294119,8,75,75,0,4,9,0,0,0
joshua-decoder/joshua,44517,1190,235,1,1977,193,1284,120,693,73,10.533910533910534,162,173,214,0,18,15,0,0,11
zetrix/mczlauncher,2066,154,20,0,137,2,63,1,74,1,1.3513513513513513,2,50,50,0,0,2,0,0,0
joshuakissoon/likir,10561,286,113,1,365,47,263,36,102,11,10.784313725490197,119,124,146,0,1,1,0,0,0
evanchooly/javabot,16546,384,189,3,2517,73,2351,55,166,18,10.843373493975903,45,74,66,0,35,6,0,0,12
cefolger/needsmoredojo,9370,69,132,2,748,2,600,2,148,0,0.0,11,21,22,0,0,0,0,0,0
moritanosuke/glacieruploader,1143,59,21,0,106,22,72,16,34,6,17.647058823529413,1,11,16,0,1,0,0,0,2
torakiki/pdfsam,6261,103,188,0,584,30,440,23,144,7,4.861111111111112,5,24,23,0,1,2,0,0,0
rosjava/rosjava_core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios-driver/ios-driver,27846,1930,490,6,2335,484,1804,378,531,106,19.962335216572505,308,384,366,0,140,23,0,0,44
chrisbanes/android-pulltorefresh,3582,34,36,0,224,0,98,0,126,0,0.0,1,10,10,0,0,1,0,0,0
rschreijer/lutung,3182,47,58,1,354,15,351,15,3,0,0.0,10,5,4,0,3,1,0,0,4
cheng81/android-bluetooth-simulator,1910,148,31,0,163,35,111,11,52,24,46.15384615384615,9,29,29,0,7,0,0,0,0
mapfish/mapfish-print,15475,1058,175,5,1182,240,867,140,315,100,31.746031746031743,185,163,126,0,54,12,0,2,70
pepite/play--database,264,0,3,0,7,2,3,0,4,2,50.0,0,0,0,0,0,0,0,0,0
premium-minds/billy,23185,766,500,27,1386,161,1216,123,170,38,22.35294117647059,120,98,121,0,70,3,0,0,0
rdrobinson3/volleyimagecacheexample,653,61,11,0,43,0,32,0,11,0,0.0,3,11,11,0,2,2,0,0,2
reprogrammer/keshmesh,7474,220,195,0,727,108,321,76,406,32,7.8817733990147785,66,40,45,0,31,2,0,0,3
vznet/mongo-jackson-mapper,5299,102,62,1,641,200,523,187,118,13,11.016949152542372,54,9,16,0,16,0,0,0,0
jetbrains/youtrack.mylyn.connector,9029,331,92,0,824,66,667,59,157,7,4.45859872611465,36,95,87,0,15,7,0,0,14
aphethean/xtext-maven-examples,166,5,14,0,8,1,1,1,7,0,0.0,0,1,1,0,0,0,0,0,0
fasterxml/jackson-datatype-guava,2427,78,40,0,169,65,132,58,37,7,18.91891891891892,16,15,18,0,9,2,0,0,0
mgodave/riemann-client,7128,304,57,1,541,48,426,45,115,3,2.608695652173913,77,37,37,0,24,0,0,1,7
frege/frege,2212,79,47,1,215,1,121,0,94,1,1.0638297872340425,5,6,6,0,0,3,0,0,0
nightwhistler/pageturner,14647,331,130,1,1376,27,1042,22,334,5,1.4970059880239521,20,64,76,0,4,18,0,0,10
buddycloud/buddycloud-pusher,2542,178,45,0,150,17,59,5,91,12,13.186813186813188,12,33,33,0,12,2,0,0,0
alepar/vuzetty,3115,177,85,0,296,21,228,13,68,8,11.76470588235294,28,40,28,0,19,2,0,0,19
nerdswbnerds/simplewarps,328,16,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0
massivecraft/vampire,3165,0,48,0,68,0,56,0,12,0,0.0,0,0,0,0,0,0,0,0,0
rfo-basic/basic,18327,724,28,0,478,4,238,0,240,4,1.6666666666666667,8,183,193,0,4,82,2,0,5
kumpelblase2/remote-entities,18712,210,258,12,82,10,45,4,37,6,16.216216216216218,34,59,59,0,4,0,0,0,0
drtshock/iconmanager,687,68,14,0,54,5,43,5,11,0,0.0,1,13,14,0,0,4,0,0,0
scifio/scifio,50000,1750,388,9,2850,1031,2338,866,512,165,32.2265625,333,278,326,0,104,27,0,2,35
heroku/heroku-javaagent,217,22,1,0,14,3,4,1,10,2,20.0,2,4,4,0,2,0,0,0,0
cowtowncoder/java-classmate,6477,205,67,0,657,19,542,19,115,0,0.0,24,53,55,0,12,0,0,0,0
